Beer PLU,Beer Name,Date Purchased,Store Name,Abv,Style,Color,Format
60125,21ST AMEND BACK IN BLACK,7/12/2012 0:00,Crabapple,7.2,IPA,medium,draft
10811,21st Amend Back in Black,6/11/2013 0:00,Mall of Georgia,7.2,IPA,medium,bottle
61022,21ST AMEND BITTER AMERICN,4/19/2013 0:00,Mall of Georgia,4.4,ESB,medium,draft
20137,21st Amend Bittr American,6/11/2013 0:00,Mall of Georgia,4.4,Pale Ale,medium,bottle
10690,21st Amend Brew Free,5/24/2011 0:00,Crabapple,7,IPA,medium,bottle
60049,21ST AMEND BREW FREE IPA,7/23/2013 0:00,Mall of Georgia,7,IPA,medium,draft
20247,21st Amend Hop Crisis,7/13/2013 0:00,Mall of Georgia,9.7,Double IPA,medium,bottle
11188,ABITA AMBER,12/23/2007 0:00,Crabapple,5,Amber/Red Ale,medium,draft
9001,Abita Amber,7/13/2013 0:00,Mall of Georgia,5,Amber/Red Ale,medium,bottle
11501,ABITA ANDY GATOR,12/17/2007 0:00,Crabapple,8.6,Strong Ale,medium,draft
10204,Abita Jockamo,4/19/2013 0:00,Mall of Georgia,6.5,IPA,medium,bottle
11571,ABITA JOCKAMO IPA,7/18/2009 0:00,Crabapple,6.5,IPA,medium,draft
11001,ABITA PURPLE HAZE,12/16/2007 0:00,Crabapple,4.75,Fruit/Herbed/Spice Beer,medium,draft
60272,ABITA RYE PALE ALE,12/27/2010 0:00,Crabapple,8,Pale Ale,medium,draft
60558,ABITA TRIPLE HAZE,6/10/2011 0:00,Crabapple,8,Flavored Wheat,light,draft
63227,ABITA WROUGHT IRON,3/28/2015 0:00,Windward,6.9,IPA,medium,draft
70380,ACE GUAVA,7/8/2022 13:43,Crabapple,5,Cider,light,draft
11560,ALLAGASH BLACK,11/30/2013 0:00,Mall of Georgia,7.5,Belgian Dark Ale,dark,draft
61271,ALLAGASH BLONDE,11/13/2013 0:00,Windward,8.2,Blonde Ale,light,draft
11541,ALLAGASH WHITE,7/25/2008 0:00,Crabapple,5,Witbier/White Beer,light,draft
11006,AMSTEL LIGHT,5/6/2013 0:00,Mall of Georgia,3.5,Lager,light,draft
11546,ANCHOR CHRISTMAS,12/20/2010 0:00,Crabapple,5.5,Winter Warmer,medium,draft
9007,Anchor Liberty,5/31/2011 0:00,Crabapple,6,Pale Ale,medium,bottle
61372,ANCHOR SMALL BEER,6/2/2013 0:00,Crabapple,3.3,ESB,medium,draft
11009,ANCHOR STEAM,12/5/2008 0:00,Crabapple,4.9,Amber Lagers,medium,draft
20231,Anderson Valley Amber Can,8/22/2013 0:00,Crabapple,5.8,Amber/Red Ale,medium,can
60156,ANDERSON VALLEY BNT AMB,4/13/2013 0:00,Woodstock,5.8,Amber/Red Ale,medium,draft
61272,ANDERSON VALLEY HOP OTT,4/4/2013 0:00,Crabapple,7,IPA,medium,draft
20469,Anderson Valley HopOt Can,7/21/2013 0:00,Crabapple,7,IPA,medium,can
61521,ASS KISSER VANILLA PALE,5/28/2013 0:00,Mall of Georgia,5.5,Pale Ale,medium,draft
60908,ATLBC HOPLANTA,2/21/2012 0:00,Crabapple,7,IPA,medium,draft
20442,AtlBC Hoplanta,8/22/2013 0:00,Crabapple,7,IPA,medium,bottle
10012,Avery 14er ESB,7/3/2008 0:00,Crabapple,5,ESB,medium,bottle
60003,AVERY ELLIE'S BROWN ALE,7/16/2013 0:00,Mall of Georgia,5.5,Brown Ale,dark,draft
20082,Avery Ellie's Brown CAN,1/14/2014 0:00,Crabapple,5.5,Brown Ale,dark,can
11397,AVERY IPA,7/12/2012 0:00,Crabapple,6,IPA,medium,draft
20083,Avery IPA CAN,7/11/2013 0:00,Mall of Georgia,6,IPA,medium,can
11631,AVERY KARMA,7/18/2013 0:00,Crabapple,5.2,Belgian Pale,medium,draft
20018,Avery Karma,9/16/2013 0:00,Mall of Georgia,5.2,Belgian Pale,medium,bottle
11651,AVERY WHITE RASCAL,7/26/2008 0:00,Crabapple,5.5,Witbier/White Beer,light,draft
61871,BACK FORTY FRECKLE BELL,3/28/2014 0:00,Mall of Georgia,7.5,IPA,medium,draft
61026,BALLAST POINT BIGEYEIPA,1/16/2014 0:00,Crabapple,6.8,IPA,medium,draft
10065,Baltika 4,8/12/2009 0:00,Crabapple,5.6,Dark Lager,dark,bottle
11015,BASS,12/26/2007 0:00,Crabapple,5,Pale Ale,medium,draft
62003,BAYOU TECHE LA 31 BIERE P,7/9/2013 0:00,Mall of Georgia,5.5,Pale Ale,medium,draft
62222,BEER ARMY HEROES NEVR DIE,10/11/2013 0:00,xSouthpark,6.5,IPA,medium,draft
11906,BELL'S AMBER ALE,5/21/2009 0:00,Crabapple,5.5,Amber/Red Ale,medium,draft
12445,BELL'S CONSECRATOR DBL,3/30/2010 0:00,Crabapple,8,Doppelbock,dark,draft
10607,Bell's Hopslam,1/31/2014 0:00,Crabapple,10,Double IPA,medium,bottle
11907,BELL'S OBERON,6/2/2011 0:00,Crabapple,5.8,Wheat Beer,light,draft
11908,BELL'S PALE ALE,6/1/2011 0:00,Mall of Georgia,5,Pale Ale,medium,draft
10437,Bell's Pale Ale,6/6/2013 0:00,Mall of Georgia,5,Pale Ale,medium,bottle
12276,BELL'S THIRD COAST BEER,12/17/2012 0:00,xEast Roswell,4.8,Pale Ale,medium,draft
12256,BELL'S TWO HEARTED ALE,4/3/2010 0:00,Crabapple,7,IPA,medium,draft
10516,Bell's Two Hearted Ale,7/25/2013 0:00,Mall of Georgia,7.1,IPA,medium,bottle
10499,Bells Best Brown Ale,10/17/2013 0:00,Mall of Georgia,5.8,Brown Ale,dark,bottle
62053,BLUE MOON AGAVE WHT 23oz,6/11/2013 0:00,Mall of Georgia,5.6,Flavored Wheat,light,draft
9035,Blue Moon White,12/22/2007 0:00,Crabapple,5.4,Witbier/White Beer,light,bottle
63022,BLUE MOON WHITE 23oz - 14,8/27/2014 0:00,Crabapple,5.4,Witbier/White Beer,light,draft
60512,BLUE POINT HOPTICAL ILL,6/14/2013 0:00,Mall of Georgia,6.8,IPA,medium,draft
60513,BLUE POINT RASTAFARYE,5/9/2013 0:00,Crabapple,7.5,Pale Ale,medium,draft
61285,BLUE POINT WHITE IPA,12/12/2012 0:00,Crabapple,6,IPA,medium,draft
62231,BLUE TARP FUNK WEISE,12/23/2013 0:00,Mall of Georgia,3,Wheat Beer,light,draft
62070,BLUE TARP HOPSIDED,6/25/2013 0:00,Mall of Georgia,6.6,IPA,medium,draft
11647,BLVRD UNFILTERED WHEAT,6/14/2013 0:00,Mall of Georgia,4.4,Wheat Beer,light,draft
11023,BODDINGTONS,7/15/2009 0:00,Crabapple,4.6,Amber/Red Ale,medium,draft
11628,BOULDER HAZED AND INFUS,10/7/2013 0:00,Mall of Georgia,4.8,Pale Ale,medium,draft
10255,Boulder Hazed and Infused,1/6/2009 0:00,Crabapple,4.8,Pale Ale,medium,bottle
11882,BOULDER MOJO IPA,10/17/2013 0:00,Mall of Georgia,7,IPA,medium,draft
10256,Boulder Mojo IPA,5/29/2009 0:00,Cumming,7,IPA,medium,bottle
10257,Boulder Sweaty Betty,9/3/2008 0:00,Crabapple,5.9,Hefeweizen,light,bottle
61741,BOULEVARD 80 ACRE HOP WHT,11/13/2013 0:00,Windward,5.4,Pale Ale,medium,draft
62368,BOULEVARD NUTCRACKER ALE,11/14/2013 0:00,Crabapple,7.8,Brown Ale,dark,draft
61430,BOULEVARD SSS DOUBLE WIDE,12/28/2012 0:00,Crabapple,8.5,Double IPA,medium,draft
10189,Breckenridge Agave Wheat,7/3/2008 0:00,Crabapple,4.6,Flavored Wheat,light,bottle
11503,BRECKENRIDGE AMBER,4/19/2013 0:00,Mall of Georgia,5.4,Amber/Red Ale,medium,draft
20528,Breckenridge Avalanche CN,4/3/2013 0:00,Mall of Georgia,5.4,Amber/Red Ale,medium,can
12222,BRECKENRIDGE LUCKY U IP,5/27/2011 0:00,Crabapple,6.2,IPA,medium,draft
10492,Breckenridge Lucky U IPA,10/7/2013 0:00,Mall of Georgia,6.2,IPA,medium,bottle
11789,BRECKENRIDGE PANDORA BOCK,2/21/2012 0:00,Crabapple,7.5,Dark Lager,dark,draft
11593,BRECKENRIDGE SUMMER,9/4/2008 0:00,Crabapple,4.5,Wheat Beer,light,draft
10155,Breckenridge Vanilla Port,5/28/2011 0:00,Crabapple,4.7,Porter,dark,bottle
11532,BRECKENRIDGE XMAS,12/26/2012 0:00,Crabapple,7.4,Winter Warmer,medium,draft
20179,Brew Dog Hardcore IPA,5/28/2011 0:00,Prado,9,IPA,medium,bottle
20095,Brew Dog Punk,5/28/2011 0:00,Prado,5.6,IPA,medium,bottle
61069,BRIDGEPORT DARK RAIN,2/21/2012 0:00,Crabapple,5.6,Pale Ale,medium,draft
12361,BRIDGEPORT HOP CZAR,6/25/2013 0:00,Mall of Georgia,7.5,Double IPA,medium,draft
10575,Bridgeport Hop Czar,12/26/2012 0:00,Crabapple,7.5,Double IPA,medium,bottle
